genre_ids,original_language,popularity,release_date,title,vote_average,vote_count,studio,domestic_gross,foreign_gross,year,total_gross
"[99, 10402]",en,5.5820000000000025,2010-04-09,When You're Strange,7.6,85,Abr.,246000.0,901000.0,2010,1147000.0
"[28, 18, 53]",es,5.5520000000000005,2011-08-19,The Last Circus,6.7,177,Magn.,40500.0,3200000.0,2011,3240500.0
"[28, 18, 53]",es,5.5520000000000005,2011-08-19,The Last Circus,6.7,177,Magn.,40500.0,3200000.0,2011,3240500.0
[99],fr,5.45,2010-05-07,Babies,7.0,77,Focus,7300000.0,2200000.0,2010,9500000.0
"[10751, 18, 10749, 35]",en,5.3420000000000005,2010-10-06,An Invisible Sign,5.1,58,IFC,1300.0,652000000.0,2011,652001300.0
"[35, 10751]",hi,5.278,2010-11-05,Golmaal 3,5.4,34,Eros,1100000.0,935000.0,2010,2035000.0
"[18, 36]",it,5.254,2010-03-19,Vincere,6.5,54,IFC,619000.0,5100000.0,2010,5719000.0
[35],en,5.056,2010-08-01,The Extra Man,5.9,46,Magn.,453000.0,4500.0,2010,457500.0
[35],en,5.025,2010-03-12,Our Family Wedding,5.5,57,FoxS,20300000.0,1200000.0,2010,21500000.0
"[53, 80, 9648]",fr,4.99,2010-09-09,Love Crime,6.5,45,IFC,540000.0,3100000.0,2011,3640000.0
"[18, 10751]",en,4.958,2010-04-16,The Perfect Game,6.3,44,IW,1000000.0,2800000.0,2010,3800000.0
"[18, 53]",ru,4.92,2010-11-11,How I Ended This Summer,6.1,52,FM,8700.0,614000.0,2011,622700.0
"[35, 18]",hi,4.677,2010-07-23,Khatta Meetha,4.9,21,Eros,542000.0,499000.0,2010,1041000.0
"[35, 18, 10749]",en,4.587,2010-09-23,Jack Goes Boating,6.1,57,Over.,542000.0,77600.0,2010,619600.0
"[53, 18, 10749, 80]",es,4.553999999999999,2011-02-11,Carancho,6.6,59,Strand,85500.0,3900000.0,2011,3985500.0
"[53, 18, 10749, 80]",es,4.553999999999999,2011-02-11,Carancho,6.6,59,Strand,85500.0,3900000.0,2011,3985500.0
"[35, 80, 18]",no,4.381,2010-10-01,A Somewhat Gentle Man,6.3,43,Strand,37700.0,1800000.0,2011,1837700.0
"[18, 35, 10749]",no,4.32,2010-12-20,"Happy, Happy",6.2,18,Magn.,45200.0,652000000.0,2011,652045200.0
"[35, 18, 10402, 10749]",hi,4.265,2010-10-01,Anjaana Anjaani,6.1,47,Eros,855000.0,761000.0,2010,1616000.0
"[18, 10751]",en,4.242,2010-04-09,Letters to God,6.9,71,Viv.,2800000.0,60300.0,2010,2860300.0
"[18, 10749]",fr,4.0569999999999995,2010-04-25,Coco Chanel & Igor Stravinsky,6.3,50,SPC,1600000.0,4099999.0,2010,5699999.0
"[35, 10749]",en,3.952,2010-10-08,Ceremony,5.2,33,Magn.,22300.0,652000000.0,2011,652022300.0
"[35, 18, 10749]",hi,3.867,2010-06-30,I Hate Luv Storys,6.1,51,UTV,848000.0,14900000.0,2010,15748000.0
[99],en,3.707,2010-01-24,Waste Land,7.7,51,Arth.,188000.0,88700.0,2010,276700.0
"[10749, 18]",en,3.3310000000000004,2010-09-04,The First Grader,7.0,51,NGE,332000.0,382000.0,2011,714000.0
[99],en,3.1069999999999998,2010-11-05,Client 9: The Rise and Fall of Eliot Spitzer,6.4,18,Magn.,189000.0,3500.0,2010,192500.0
"[10749, 35, 18]",en,3.0660000000000003,2011-07-22,The Myth of the American Sleepover,6.2,47,IFC,41000.0,652000000.0,2011,652041000.0
"[10749, 35, 18]",en,3.0660000000000003,2011-07-22,The Myth of the American Sleepover,6.2,47,IFC,41000.0,652000000.0,2011,652041000.0
"[80, 18, 53]",en,2.992,2010-05-21,Holy Rollers,5.9,43,FInd.,303000.0,305000.0,2010,608000.0
"[35, 18, 10749]",en,2.969,2010-10-08,Cherry,6.5,40,Abr.,11400.0,652000000.0,2010,652011400.0
[18],en,2.858,2010-11-05,For Colored Girls,6.8,33,LGF,37700000.0,17300.0,2010,37717300.0
[99],en,2.7460000000000004,2010-05-14,Sea Rex 3D: Journey to a Prehistoric World,7.4,12,3D,6100000.0,9900000.0,2010,16000000.0
"[99, 18]",zh,2.733,2010-09-03,Last Train Home,7.2,26,Zeit.,288000.0,652000000.0,2010,652288000.0
"[28, 35, 80, 18]",en,2.716,2010-05-22,Perrier's Bounty,5.8,35,IFC,800.0,167000.0,2010,167800.0
"[18, 10749]",en,2.681,2010-08-20,Mao's Last Dancer,7.0,45,Gold.,4800000.0,17500000.0,2010,22300000.0
[18],en,2.5580000000000003,2010-12-03,Miral,6.1,27,Wein.,373000.0,527000.0,2011,900000.0
[99],en,2.531,2010-03-24,Bill Cunningham New York,7.9,48,Zeit.,1500000.0,652000000.0,2011,653500000.0
"[18, 10749, 53]",hi,2.485,2010-02-26,Karthik Calling Karthik,6.0,40,Eros,286000.0,7100.0,2010,293100.0
"[9648, 18, 35, 53]",en,2.432,2010-03-13,Cold Weather,6.2,19,IFC,141000.0,652000000.0,2011,652141000.0
"[18, 10749]",en,2.353,2010-10-21,Main Street,3.7,27,Magn.,2600.0,652000000.0,2011,652002600.0
"[18, 35, 10749]",hi,2.35,2010-11-26,Break Ke Baad,5.6,26,Relbig.,428000.0,389000.0,2010,817000.0
"[18, 35, 10749]",en,2.3209999999999997,2010-04-30,The Good Heart,6.4,30,Magn.,20900.0,323000.0,2010,343900.0
"[18, 10749]",zh,2.2769999999999997,2010-08-06,Spring Fever,5.9,8,Strand,10800.0,150000.0,2010,160800.0
"[10752, 18]",fr,2.211,2010-09-28,A Screaming Man,6.1,10,FM,9900.0,175000.0,2011,184900.0
[878],en,2.1719999999999997,2010-04-01,Pixels,7.1,35,Sony,78700000.0,166100000.0,2015,244800000.0
"[28, 35, 878]",en,23.029,2015-07-24,Pixels,5.6,4423,Sony,78700000.0,166100000.0,2015,244800000.0
"[18, 10749]",hi,2.1719999999999997,2010-01-15,Chance Pe Dance,5.0,14,UTV,169000.0,24300.0,2010,193300.0
[18],fr,2.115,2010-05-21,Father of My Children,7.0,26,IFC,144000.0,335000.0,2010,479000.0
[18],ru,2.017,2010-09-30,My Joy,6.9,24,KL,6300.0,652000000.0,2011,652006300.0
[18],ru,2.017,2010-09-30,My Joy,6.9,24,KL,6300.0,652000000.0,2011,652006300.0
"[18, 35]",en,1.969,2010-05-14,Daddy Longlegs,6.3,7,IFC,21800.0,11500.0,2010,33300.0
"[18, 10751]",hi,1.732,2010-09-03,We Are Family,5.7,19,UTV,638000.0,393000.0,2010,1031000.0
"[35, 10749]",ru,2.483,2012-09-28,We Are Family,4.1,6,UTV,638000.0,393000.0,2010,1031000.0
[99],en,1.695,2010-06-25,South of the Border,5.1,24,CLS,199000.0,70800.0,2010,269800.0
[99],it,1.5319999999999998,2010-07-30,Enemies of the People,6.8,6,ICir,73200.0,6400.0,2010,79600.0
[99],en,1.4280000000000002,2010-05-09,Casino Jack and the United States of Money,7.2,21,Magn.,177000.0,652000000.0,2010,652177000.0
[99],en,1.4,2010-09-19,Picture Me,6.8,5,Strand,12000.0,10400.0,2010,22400.0
[],en,1.4,2010-01-01,Daddy's Home,6.0,2,Par.,150400000.0,92400000.0,2015,242800000.0
[35],en,14.847000000000001,2015-12-25,Daddy's Home,6.1,1688,Par.,150400000.0,92400000.0,2015,242800000.0
"[18, 10749]",en,1.4,2010-08-01,Eva,5.0,1,Wein.,16700.0,652000000.0,2015,652016700.0
"[28, 12, 18, 9648, 53]",en,1.3940000000000001,2010-02-26,Formosa Betrayed,6.3,6,Scre.,225000.0,101000.0,2010,326000.0
[99],en,1.37,2010-04-23,Vidal Sassoon: The Movie,6.1,4,P4,86000.0,38600.0,2011,124600.0
"[35, 10749]",en,1.3319999999999999,2010-10-08,It's a Wonderful Afterlife,4.6,12,UTV,415000000.0,1300000.0,2010,416300000.0
[35],ru,1.2690000000000001,2010-11-11,Happy Ending,4.2,5,Eros,314000.0,652000000.0,2014,652314000.0
[35],en,2.715,2014-11-21,Happy Ending,5.2,22,Eros,314000.0,652000000.0,2014,652314000.0
"[99, 10402]",en,0.9890000000000001,2010-02-17,Celine: Through the Eyes of the World,5.9,4,Sony,415000000.0,119000.0,2010,415119000.0
"[35, 16]",en,0.8340000000000001,2010-02-01,Get Out,5.5,8,Uni.,176000000.0,79400000.0,2017,255400000.0
"[9648, 53, 27]",en,24.739,2017-02-24,Get Out,7.5,8760,Uni.,176000000.0,79400000.0,2017,255400000.0
"[53, 9648, 80, 878]",en,0.706,2010-08-06,Disconnect,6.7,3,LD,1400000.0,652000000.0,2013,653400000.0
"[18, 53]",en,10.319,2013-04-12,Disconnect,7.1,681,LD,1400000.0,652000000.0,2013,653400000.0
"[28, 12, 27, 878]",en,0.667,2010-09-10,Resident Evil: Afterlife,5.9,2119,SGem,60100000.0,240100000.0,2010,300200000.0
[],en,0.6,2010-08-07,Caterpillar,7.0,1,Lorb.,4200.0,248000.0,2011,252200.0
"[18, 10752]",ja,2.003,2011-05-06,Caterpillar,7.4,8,Lorb.,4200.0,248000.0,2011,252200.0
"[99, 18, 10751]",en,0.6,2010-07-14,Alamar,6.9,16,FM,61600.0,652000000.0,2010,652061600.0
[99],fr,0.6,2010-04-02,The Thorn in the Heart,6.0,5,Osci.,7400.0,10500.0,2010,17900.0
"[27, 28, 53, 878]",en,0.6,2010-04-20,The Raven,5.9,5,Rela.,16000000.0,13600000.0,2012,29600000.0
"[80, 53, 9648]",en,8.635,2012-04-27,The Raven,6.3,681,Rela.,16000000.0,13600000.0,2012,29600000.0
"[28, 35, 18]",en,0.6,2010-01-24,The Taqwacores,5.5,2,Strand,11400.0,652000000.0,2010,652011400.0
[28],th,0.6,2010-01-19,Brave,5.0,1,BV,237300000.0,303200000.0,2012,540500000.0
"[16, 12, 35, 10751, 28, 14]",en,18.908,2012-06-22,Brave,6.9,8116,BV,237300000.0,303200000.0,2012,540500000.0
[],en,0.6,2010-02-09,The Lazarus Effect,4.8,3,Rela.,25800000.0,12600000.0,2015,38400000.0
"[53, 27]",en,10.157,2015-02-27,The Lazarus Effect,5.1,825,Rela.,25800000.0,12600000.0,2015,38400000.0
[],es,0.6,2010-11-03,Trash,3.0,3,FCW,17500.0,4800000.0,2015,4817500.0
"[12, 80, 18, 53]",pt,7.178999999999999,2015-10-09,Trash,7.1,353,FCW,17500.0,4800000.0,2015,4817500.0
"[14, 18, 28, 35, 878]",en,0.6,2010-01-01,Your Highness,3.0,4,Uni.,21600000.0,3300000.0,2011,24900000.0
"[35, 12, 14]",en,12.254000000000001,2011-04-08,Your Highness,5.3,735,Uni.,21600000.0,3300000.0,2011,24900000.0
"[12, 14, 28]",en,38.06800000000001,2011-05-06,Thor,6.7,12764,Par.,181000000.0,268300000.0,2011,449300000.0
[35],en,32.266,2011-05-25,The Hangover Part II,6.4,6231,WB,254500000.0,332300000.0,2011,586800000.0
"[12, 28, 14]",en,30.579,2011-05-20,Pirates of the Caribbean: On Stranger Tides,6.4,8571,BV,241100000.0,804600000.0,2011,1045700000.0
"[28, 12, 878]",en,25.808000000000003,2011-07-22,Captain America: The First Avenger,6.9,12810,Par.,176700000.0,193900000.0,2011,370600000.0
"[16, 10751, 12, 35]",en,23.498,2011-06-16,Cars 2,5.9,4058,BV,191500000.0,370700000.0,2011,562200000.0
"[53, 28, 18, 878]",en,22.995,2011-08-04,Rise of the Planet of the Apes,7.2,7259,Fox,176800000.0,305000000.0,2011,481800000.0
"[53, 9648, 878]",en,19.453,2011-03-08,Limitless,7.1,6295,Rela.,79200000.0,82600000.0,2011,161800000.0
"[28, 53, 878]",en,18.912,2011-10-28,In Time,6.8,6245,Fox,37500000.0,136400000.0,2011,173900000.0
"[28, 14, 53]",en,18.678,2011-12-10,Ghost Rider: Spirit of Vengeance,4.8,2039,Sony,51800000.0,80800000.0,2012,132600000.0
"[28, 53, 12]",en,18.304000000000002,2011-12-21,Mission: Impossible - Ghost Protocol,7.0,6102,Par.,209400000.0,485300000.0,2011,694700000.0
"[12, 28, 80, 9648]",en,18.301,2011-12-16,Sherlock Holmes: A Game of Shadows,7.1,6380,WB,186800000.0,358600000.0,2011,545400000.0
"[53, 80, 9648, 18]",en,17.823,2011-12-14,The Girl with the Dragon Tattoo,7.3,3971,MBox,10100000.0,94300000.0,2010,104400000.0
"[53, 28, 9648]",en,17.69,2011-09-23,Abduction,5.8,1791,LGF,28100000.0,54000000.0,2011,82100000.0
"[16, 10751]",en,17.363,2011-05-25,Kung Fu Panda 2,6.7,3628,P/DW,165200000.0,500400000.0,2011,665600000.0
"[12, 28, 53, 878]",en,17.257,2011-06-17,Green Lantern,5.1,4290,WB,116600000.0,103300000.0,2011,219900000.0
"[878, 18, 10749, 14]",en,17.242,2011-12-20,Mr. Nobody,7.9,3279,Magn.,3600.0,3500000.0,2013,3503600.0
"[16, 10751, 12, 35, 14]",en,16.533,2011-07-29,The Smurfs,5.6,2112,Sony,142600000.0,421100000.0,2011,563700000.0
"[28, 878, 53, 37]",en,16.293,2011-07-29,Cowboys & Aliens,5.5,3110,Uni.,100200000.0,74600000.0,2011,174800000.0
"[27, 53]",en,16.197,2011-04-01,Insidious,6.9,3582,FD,54000000.0,43000000.0,2011,97000000.0
"[27, 9648]",en,16.082,2011-04-11,Scream 4,6.2,1610,W/Dim.,38200000.0,59000000.0,2011,97200000.0
"[80, 35, 28]",en,16.024,2011-02-18,"Big Mommas: Like Father, Like Son",5.5,623,Fox,37900000.0,44800000.0,2011,82700000.0
"[80, 12, 28, 35, 53]",en,15.542,2011-10-21,Johnny English Reborn,6.1,1810,Uni.,8300000.0,151800000.0,2011,160100000.0
[18],en,15.478,2011-09-09,Warrior,7.8,2189,LGF,13700000.0,9400000.0,2011,23100000.0
[18],en,15.392999999999999,2011-09-22,Moneyball,7.1,2255,Sony,75600000.0,34600000.0,2011,110200000.0
"[27, 35, 53]",en,15.335999999999999,2012-04-12,The Cabin in the Woods,6.5,4185,LGF,42100000.0,24400000.0,2012,66500000.0
"[27, 35, 53]",en,15.335999999999999,2012-04-12,The Cabin in the Woods,6.5,4185,LGF,42100000.0,24400000.0,2012,66500000.0
"[14, 27]",en,15.318,2011-05-13,Priest,5.5,1157,SGem,29100000.0,49200000.0,2011,78300000.0
"[12, 35, 878]",en,15.234000000000002,2011-03-17,Paul,6.5,3017,Uni.,37400000.0,60600000.0,2011,98000000.0
"[28, 12, 53]",en,15.135,2011-09-23,Killer Elite,6.2,1093,ORF,25100000.0,31300000.0,2011,56400000.0
"[28, 878, 18]",en,14.811,2011-10-06,Real Steel,6.8,4566,BV,85500000.0,213800000.0,2011,299300000.0
"[14, 28, 18]",en,14.774000000000001,2011-11-11,Immortals,5.8,1431,Rela.,83500000.0,143400000.0,2011,226900000.0
"[16, 35, 10751]",en,14.738,2011-04-01,Hop,5.6,611,Uni.,108100000.0,75900000.0,2011,184000000.0
"[16, 12, 35, 10751]",en,14.695,2011-04-15,Rio,6.6,3730,Fox,143600000.0,341000000.0,2011,484600000.0
"[28, 80, 35]",en,14.501,2011-01-13,The Green Hornet,5.5,1897,Sony,98800000.0,129000000.0,2011,227800000.0
"[16, 35, 10751, 37, 12]",en,14.462,2011-03-03,Rango,6.6,3412,Par.,123500000.0,122200000.0,2011,245700000.0
"[28, 14, 53]",en,14.415999999999999,2011-03-25,Sucker Punch,6.0,2716,WB,36400000.0,53400000.0,2011,89800000.0
"[53, 878, 9648]",en,14.39,2011-06-09,Super 8,6.7,3934,Par.,127000000.0,133100000.0,2011,260100000.0
"[28, 53, 80]",en,14.387,2011-01-28,The Mechanic,6.3,1676,CBS,29100000.0,47000000.0,2011,76100000.0
"[35, 10749]",en,14.203,2011-01-21,No Strings Attached,6.2,2612,Par.,70700000.0,78600000.0,2011,149300000.0
"[14, 53, 28, 80]",en,14.095999999999998,2011-02-24,Drive Angry,5.3,959,Sum.,10700000.0,18200000.0,2011,28900000.0
"[35, 80]",en,14.058,2011-07-08,Horrible Bosses,6.5,3842,WB (NL),117500000.0,92100000.0,2011,209600000.0
"[10749, 35]",en,14.019,2011-07-21,Friends with Benefits,6.6,4637,SGem,55800000.0,93700000.0,2011,149500000.0
"[878, 53, 10749]",en,13.717,2011-03-04,The Adjustment Bureau,6.6,2615,Uni.,62500000.0,65400000.0,2011,127900000.0
[35],en,13.549000000000001,2011-06-19,Bad Teacher,5.5,2894,Sony,100300000.0,115900000.0,2011,216200000.0
"[53, 878, 9648]",en,13.495,2011-04-01,Source Code,7.2,4529,Sum.,54700000.0,92600000.0,2011,147300000.0
"[27, 9648]",en,13.392000000000001,2011-08-12,Final Destination 5,6.0,1701,WB (NL),42600000.0,115300000.0,2011,157900000.0
"[35, 18, 10749]",en,13.277000000000001,2011-07-29,"Crazy, Stupid, Love.",7.2,4585,WB,84400000.0,58500000.0,2011,142900000.0
"[14, 35, 10749]",en,13.171,2011-05-20,Midnight in Paris,7.5,3965,SPC,56800000.0,94300000.0,2011,151100000.0
[18],en,13.152000000000001,2011-12-02,Shame,7.0,1607,FoxS,3900000.0,13800000.0,2011,17700000.0
[18],ru,1.4,2014-06-01,Shame,6.5,2,FoxS,3900000.0,13800000.0,2011,17700000.0
"[10752, 18]",sv,7.642,1968-12-23,Shame,7.8,77,FoxS,3900000.0,13800000.0,2011,17700000.0
"[18, 16, 10751, 35]",en,12.981,2011-11-23,Arthur Christmas,6.7,692,Sony,46500000.0,101000000.0,2011,147500000.0
"[18, 53, 28, 12]",en,12.942,2012-01-27,The Grey,6.5,2280,ORF,51600000.0,25700000.0,2012,77300000.0
"[18, 53, 28, 12]",en,12.942,2012-01-27,The Grey,6.5,2280,ORF,51600000.0,25700000.0,2012,77300000.0
"[12, 18, 10751]",en,12.936,2011-11-23,Hugo,7.1,4124,Par.,73900000.0,111900000.0,2011,185800000.0
"[28, 878]",en,12.720999999999998,2011-03-08,Battle: Los Angeles,5.6,2049,Sony,83600000.0,128300000.0,2011,211900000.0
"[18, 53]",en,12.697000000000001,2011-08-31,The Debt,6.6,403,Focus,31200000.0,14500000.0,2011,45700000.0
"[35, 14, 10751, 10402, 16]",en,12.672,2011-12-16,Alvin and the Chipmunks: Chipwrecked,5.5,1055,Fox,133100000.0,209600000.0,2011,342700000.0
[18],en,12.597999999999999,2011-08-10,The Help,8.1,3944,BV,169700000.0,46900000.0,2011,216600000.0
"[12, 14, 28]",en,12.535,2011-01-07,Season of the Witch,5.3,1352,Rela.,24800000.0,66800000.0,2011,91600000.0
"[35, 18]",en,12.450999999999999,2011-09-30,50/50,7.1,2111,Sum.,35000000.0,4200000.0,2011,39200000.0
"[18, 28, 36, 53]",cn,12.45,2011-04-22,Legend of the Fist: The Return of Chen Zhen,6.3,97,Vari.,50400.0,26500000.0,2011,26550400.0
"[18, 10749]",en,12.329,2011-03-11,Jane Eyre,7.1,758,Focus,11200000.0,23500000.0,2011,34700000.0
"[28, 35]",en,12.213,2011-11-04,Tower Heist,6.0,1592,Uni.,78000000.0,74900000.0,2011,152900000.0
[35],en,12.122,2011-08-05,The Change-Up,6.0,1406,Uni.,37100000.0,38400000.0,2011,75500000.0
[18],en,12.081,2011-11-23,My Week with Marilyn,6.7,741,Wein.,14600000.0,20500000.0,2011,35100000.0
"[28, 9648, 53]",en,12.08,2011-02-18,Unknown,6.6,2043,WB,63700000.0,67099999.0,2011,130799999.0
"[18, 35]",en,12.011,2011-10-27,The Rum Diary,5.7,652,FD,13100000.0,10800000.0,2011,23900000.0
"[12, 16, 9648]",en,11.981,2011-12-20,The Adventures of Tintin,6.8,3251,Par.,77600000.0,296400000.0,2011,374000000.0
"[18, 53]",en,11.964,2011-12-09,We Need to Talk About Kevin,7.6,1306,Osci.,1700000.0,4300000.0,2011,6000000.0
"[18, 53]",en,11.964,2011-12-09,We Need to Talk About Kevin,7.6,1306,Osci.,1700000.0,4300000.0,2011,6000000.0
"[14, 53, 27]",en,11.856,2011-03-11,Red Riding Hood,5.9,1884,WB,37700000.0,51500000.0,2011,89200000.0
"[80, 18, 53]",en,11.812000000000001,2011-03-18,The Lincoln Lawyer,7.1,1525,LGF,58000000.0,17000000.0,2011,75000000.0
[35],en,11.571,2011-12-09,The Sitter,5.4,472,Fox,30400000.0,4500000.0,2011,34900000.0
"[18, 14]",en,11.569,2011-05-27,The Tree of Life,6.6,1730,FoxS,13300000.0,41000000.0,2011,54300000.0
"[28, 53, 878, 12]",en,11.555,2011-02-18,I Am Number Four,6.0,2805,BV,55100000.0,94800000.0,2011,149900000.0
"[35, 28, 18]",en,11.36,2011-03-31,Super,6.6,726,IFC,328000.0,652000000.0,2011,652328000.0
"[35, 10751, 10402]",en,11.324000000000002,2011-11-23,The Muppets,6.6,831,BV,88600000.0,76600000.0,2011,165200000.0
"[35, 18, 10749]",en,11.321,2011-03-04,Take Me Home Tonight,6.1,339,Rela.,6900000.0,652000000.0,2011,658900000.0
"[28, 12, 35]",en,11.315,2011-08-12,30 Minutes or Less,5.6,825,Sony,37100000.0,3500000.0,2011,40600000.0
[35],en,11.277000000000001,2011-11-11,Jack and Jill,4.1,1124,Sony,74200000.0,75500000.0,2011,149700000.0
"[53, 18]",en,11.235999999999999,2011-09-30,Take Shelter,7.2,787,SPC,1700000.0,1400000.0,2011,3100000.0
"[16, 10751]",en,11.147,2011-07-14,Winnie the Pooh,6.9,444,BV,26700000.0,23200000.0,2011,49900000.0
"[35, 10749]",en,11.138,2011-12-09,New Year's Eve,5.8,1301,WB (NL),54500000.0,87500000.0,2011,142000000.0
"[18, 878]",da,11.123,2011-11-11,Melancholia,7.1,1642,Magn.,3000000.0,12900000.0,2011,15900000.0
"[28, 12, 18, 9648]",cn,11.075999999999999,2011-09-02,Detective Dee and the Mystery of the Phantom Flame,6.7,176,IM,460000.0,51300000.0,2011,51760000.0
"[12, 35, 10749]",en,11.017000000000001,2011-07-01,Monte Carlo,6.2,1193,Fox,23200000.0,16500000.0,2011,39700000.0
"[35, 10749, 10751]",en,10.764000000000001,2011-07-08,Zookeeper,5.3,886,Sony,80400000.0,89500000.0,2011,169900000.0
"[27, 28, 53, 878]",en,10.73,2011-12-25,The Darkest Hour,4.9,735,Sum.,21400000.0,43200000.0,2011,64600000.0
"[18, 10751]",en,10.679,2011-09-23,Dolphin Tale,6.8,327,WB,72300000.0,23100000.0,2011,95400000.0
"[28, 53, 80, 18]",en,10.584000000000001,2011-08-26,Colombiana,6.5,1371,TriS,36700000.0,24300000.0,2011,61000000.0
"[12, 14]",en,10.542,1986-04-18,Legend,6.2,509,Uni.,1900000.0,41100000.0,2015,43000000.0
"[12, 14]",en,10.542,1986-04-18,Legend,6.2,509,Uni.,1900000.0,41100000.0,2015,43000000.0
"[80, 53]",en,10.195,2015-11-20,Legend,6.8,1692,Uni.,1900000.0,41100000.0,2015,43000000.0
"[12, 14]",en,10.542,1986-04-18,Legend,6.2,509,Uni.,1900000.0,41100000.0,2015,43000000.0
"[80, 53]",en,10.195,2015-11-20,Legend,6.8,1692,Uni.,1900000.0,41100000.0,2015,43000000.0
"[35, 18]",en,10.444,2011-11-18,The Descendants,6.8,1522,FoxS,82600000.0,94700000.0,2011,177300000.0
"[18, 53, 878]",en,10.444,2011-09-09,Contagion,6.3,2128,WB,75700000.0,59800000.0,2011,135500000.0
"[35, 10749]",en,10.390999999999998,2011-09-30,What's Your Number?,6.4,1271,Fox,14000000.0,16399999.0,2011,30399999.0
"[18, 10752]",en,10.378,2011-12-25,War Horse,7.2,1849,BV,79900000.0,97700000.0,2011,177600000.0
"[18, 53]",en,10.352,2011-11-23,A Dangerous Method,6.3,1066,SPC,5700000.0,21800000.0,2011,27500000.0
"[18, 10749, 35]",en,10.322000000000001,2011-06-17,Beginners,6.9,532,Focus,5800000.0,8500000.0,2011,14300000.0
"[28, 14]",zh,10.322000000000001,2011-09-28,The Sorcerer and the White Snake,5.7,85,Magn.,18800.0,2100000.0,2013,2118800.0
"[18, 10749]",en,10.308,2011-08-19,One Day,7.2,2105,Focus,13800000.0,45500000.0,2011,59300000.0
"[28, 35, 53, 80]",en,10.177,2011-07-29,The Guard,6.9,563,SPC,5400000.0,14200000.0,2011,19600000.0
"[18, 35, 10749]",en,10.155,2011-10-14,The Artist,7.4,1787,Wein.,44700000.0,88800000.0,2011,133500000.0
"[18, 14, 10749, 878]",en,10.136000000000001,2011-03-04,Beastly,6.1,1748,CBS,27900000.0,15300000.0,2011,43200000.0
[18],en,10.127,2011-10-07,The Ides of March,6.7,1405,Sony,41000000.0,35000000.0,2011,76000000.0
"[18, 10749]",en,10.091000000000001,2011-10-28,Like Crazy,6.5,638,ParV,3400000.0,336000.0,2011,3736000.0
"[18, 878]",en,10.03,2011-07-22,Another Earth,6.7,853,FoxS,1300000.0,456000.0,2011,1756000.0
"[28, 53, 9648]",en,10.015,2011-11-06,Haywire,5.6,747,Rela.,18900000.0,14400000.0,2012,33300000.0
"[10751, 35, 28]",en,10.009,2011-08-19,Spy Kids: All the Time in the World,4.6,487,W/Dim.,38500000.0,47000000.0,2011,85500000.0
"[35, 10749]",en,9.984,2011-02-25,Hall Pass,5.5,1009,WB (NL),45100000.0,38100000.0,2011,83200000.0
"[18, 35, 10751]",en,9.931000000000001,2011-12-23,We Bought a Zoo,6.7,1523,Fox,75600000.0,44500000.0,2011,120100000.0
[18],en,9.828,2011-12-24,Extremely Loud & Incredibly Close,7.0,1231,WB,31800000.0,23400000.0,2011,55200000.0
"[28, 18, 27, 9648, 53]",en,9.818999999999999,2011-03-11,Black Death,5.9,425,Magn.,22600.0,243000.0,2011,265600.0
"[35, 10749]",en,9.805,2011-05-13,Bridesmaids,6.5,2783,Uni.,169100000.0,119300000.0,2011,288400000.0
"[28, 53, 12]",en,9.709,2011-04-08,Hanna,6.6,1944,Focus,40300000.0,23500000.0,2011,63800000.0
"[18, 53, 27]",en,9.676,2011-01-28,The Rite,5.9,994,WB (NL),33000000.0,63000000.0,2011,96000000.0
[27],en,9.669,2011-10-21,Paranormal Activity 3,5.9,1197,Par.,104000000.0,103000000.0,2011,207000000.0
"[28, 35, 878]",en,9.612,2011-07-29,Attack the Block,6.4,1144,SGem,1000000.0,4800000.0,2011,5800000.0
"[18, 53, 80]",uk,9.578,2011-08-05,The Whistleblower,6.7,269,Gold.,1100000.0,652000000.0,2011,653100000.0
"[28, 18, 80]",en,9.531,2011-10-28,The Double,5.9,341,Imag.,138000.0,3600000.0,2011,3738000.0
[35],ru,2.6639999999999997,2012-12-29,The Double,4.3,15,Imag.,138000.0,3600000.0,2011,3738000.0
"[53, 18]",en,9.162,2014-05-09,The Double,6.6,535,Imag.,138000.0,3600000.0,2011,3738000.0
"[35, 18]",en,9.517999999999999,2011-01-13,The Dilemma,5.3,448,Uni.,48500000.0,21200000.0,2011,69700000.0
"[53, 18]",en,9.498,2011-10-21,Margin Call,6.8,856,RAtt.,5400000.0,14200000.0,2011,19600000.0
"[18, 53]",en,9.477,2011-10-21,Martha Marcy May Marlene,6.7,413,FoxS,3000000.0,548000.0,2011,3548000.0
"[80, 18]",en,9.413,2011-11-23,Rampart,5.5,189,MNE,973000.0,652000000.0,2012,652973000.0
[18],en,9.15,2011-02-04,The Other Woman,6.2,220,IFC,25400.0,427000.0,2011,452400.0
"[35, 10749]",en,11.894,2014-04-25,The Other Woman,6.3,2276,IFC,25400.0,427000.0,2011,452400.0
"[18, 35, 10749]",fr,6.359,2018-04-30,The Other Woman,4.9,60,IFC,25400.0,427000.0,2011,452400.0
"[18, 35]",no,9.137,2011-11-11,"Turn Me On, Dammit!",6.3,88,NYer,126000.0,652000000.0,2012,652126000.0
"[28, 53, 80]",en,9.12,2011-09-23,Machine Gun Preacher,6.5,477,Rela.,539000.0,2800000.0,2011,3339000.0
